department,commodity_desc,category_sales,units,household_count,household_penetration,basket_penetration,discount_rate,first_year_sales,second_year_sales,sales_growth,sales_growth_rate,mean_period_sales,sd_period_sales,sales_coefficient_of_variation,household_engagement_change,small_group_flag,high_sales_declining_flag,high_penetration_low_spend_flag
COSMETICS,MAKEUP AND TREATMENT,23513.8100000005,6168.0,1083,0.4332,0.014329943143183692,0.22365689808242412,10242.159999999887,13271.64999999993,3029.4900000000434,0.29578624040242263,2939.2262499999856,822.0554703552915,0.27968431159571183,181.0,0,0,0
COUP/STR & MFG,COUPONS/STORE & MFG,1027.720000000001,1011.0,442,0.1768,0.002951346190014612,0.1974197982069776,396.4900000000002,631.2300000000001,234.73999999999995,0.5920451966001661,128.465,53.52460342149741,0.41664736248392487,32.0,0,0,0
DAIRY DELI,EGGS,67.45000000000003,75.0,49,0.0196,0.0001880759826970096,0.029775604142692737,67.45000000000003,0.0,-67.45000000000003,-1.0,67.45000000000003,,,,1,0,0
DAIRY DELI,MILK BY-PRODUCTS,5.78,2.0,1,0.0004,3.6168458210963385e-06,0.0,5.78,0.0,-5.78,-1.0,5.78,,,,1,0,0
DELI,CHEESES,52298.99999999873,14420.0,1504,0.6016,0.04098247999884261,0.08398045600780288,23031.710000000592,29267.290000001227,6235.580000000635,0.27073890735861444,6537.3749999999345,1747.3093711515992,0.2672799665235078,343.0,0,0,0
DELI,CHICKEN/POULTRY,32295.980000002284,6899.0,1222,0.4888,0.021393643031784843,0.10159049403373172,14423.379999999865,17872.600000000006,3449.220000000141,0.23914089485267487,4036.9974999999704,954.3677836699601,0.23640534423664297,204.0,0,0,0
DELI,COFFEE SHOP,2.9699999999999998,3.0,2,0.0008,1.0850537463289014e-05,0.0,2.9699999999999998,0.0,-2.9699999999999998,-1.0,1.4849999999999999,0.700035713374682,0.4714045207910317,,1,0,0
DELI,DELI MEATS,106539.94000000061,26186.0,1741,0.6964,0.06192763414881151,0.07676502928850852,48418.13999999993,58121.799999999086,9703.65999999916,0.2004137292345219,13317.492500000011,3273.852945208454,0.24583103352289865,347.0,0,0,0
DELI,DELI SPECIALTIES (RETAIL PK),1321.7800000000025,500.0,261,0.1044,0.0015371594739659437,0.07224628169943333,853.4200000000003,468.35999999999945,-385.06000000000085,-0.4511963628693969,165.22250000000003,80.46056349896776,0.48698308946401214,-4.0,0,0,0
DELI,DELI SUPPLIES,801.0400000000003,237.0,179,0.0716,0.0007848555431779054,0.0,368.8700000000002,432.17000000000013,63.299999999999955,0.1716051725540161,100.13,28.992302919420336,0.28954661859003633,11.0,0,0,0
DELI,PARTY TRAYS,6698.489999999932,479.0,259,0.1036,0.0014612057117229208,0.038718250819067906,3046.05999999999,3652.429999999976,606.3699999999862,0.19906699145781379,837.3112500000003,367.6554492004516,0.43909054034619915,59.0,0,0,0
DELI,PREPARED FOOD,21906.44000000031,5770.0,989,0.3956,0.017093213350501294,0.0858387134062177,9808.30999999997,12098.129999999917,2289.819999999947,0.23345713991502653,2738.304999999993,801.7870485537698,0.292804142910951,155.0,0,0,0
DELI,SALADS/DIPS,24600.99000000131,8279.0,1406,0.5624,0.02183851506777969,0.09045874157829267,10520.639999999765,14080.34999999969,3559.7099999999245,0.3383548909572045,3075.12374999997,905.0449152537913,0.29431170542447277,175.0,0,0,0
DELI,SANDWICHES,4665.2499999999245,1327.0,308,0.1232,0.003247927547344512,0.00919393272649287,1682.0600000000031,2983.1899999999773,1301.1299999999742,0.7735336432707346,583.1562500000008,226.74520760016748,0.3888241060610551,28.0,0,0,0
DELI,SERVICE BEVERAGE,393.62999999999823,374.0,112,0.0448,0.0011320727420031538,0.016343054201964243,192.80000000000007,200.83000000000044,8.03000000000037,0.0416493775933629,49.203750000000014,15.853415078236518,0.32219932582854993,3.0,0,0,0
DELI,SNACKS,4178.149999999949,1641.0,458,0.1832,0.00459339419279235,0.09217227683188851,1777.7900000000022,2400.359999999989,622.569999999987,0.35019321742162246,522.2687500000004,158.4348774226453,0.3033589075024021,70.0,0,0,0
DELI,SUSHI,5162.849999999973,911.0,126,0.0504,0.002278612867290693,0.00038723293028839373,2200.4100000000035,2962.439999999999,762.0299999999957,0.3463127326270988,645.3562500000002,198.4372091358949,0.30748475611089976,33.0,0,0,0
DELI/SNACK BAR,DELI SUPPLIES,36.080000000000005,12.0,10,0.004,3.978530403205972e-05,0.0,0.0,36.080000000000005,36.080000000000005,,9.02,4.93142981294472,0.5467217087521863,,1,0,0
DRUG GM,ADULT INCONTINENCE,4995.969999999967,638.0,136,0.0544,0.0018409745229380362,0.0646160240699936,1766.9100000000008,3229.059999999988,1462.1499999999874,0.8275180965640506,624.4962500000003,256.1349163980077,0.4101464442708945,28.0,0,0,0
DRUG GM,ANALGESICS,25426.210000000818,5528.0,1315,0.526,0.015400529506228208,0.14333042455769834,10351.059999999856,15075.149999999898,4724.090000000042,0.45638707533335793,3178.2762499999776,1003.5877327288846,0.3157647900269499,294.0,0,0,0
DRUG GM,ANTACIDS,11508.759999999864,2205.0,722,0.2888,0.006340330724381881,0.11616298143972828,4884.809999999933,6623.949999999925,1739.1399999999921,0.35603022430760173,1438.5950000000018,384.2679940577192,0.2671133947064453,122.0,0,0,0
DRUG GM,APPAREL,3551.7199999999766,635.0,306,0.1224,0.001656515386062123,0.11859679076439074,1595.680000000001,1956.0400000000016,360.3600000000006,0.2258347538353557,443.96500000000026,152.1229447331524,0.3426462552974949,10.0,0,0,0
DRUG GM,AUDIO/VIDEO PRODUCTS,13669.859999999842,1065.0,518,0.2072,0.0033238813095875347,0.05512473932719007,6606.269999999943,7063.589999999931,457.3199999999879,0.06922514520296504,1708.732499999999,757.5828362580912,0.4433595289245635,68.0,0,0,0
DRUG GM,AUTOMOTIVE PRODUCTS,3716.849999999958,1259.0,564,0.2256,0.0033491992303352094,0.01097365949192289,1890.7700000000036,1826.0800000000006,-64.69000000000301,-0.03421357436388502,464.6062500000004,95.65760083869091,0.20588961263153654,66.0,0,0,0
DRUG GM,BABY FOODS,24073.600000001014,31337.0,582,0.2328,0.015328192589806281,0.052097319730513375,11336.930000000448,12736.669999999664,1399.7399999992158,0.12346728788121304,3009.200000000025,875.7732285896303,0.2910319116674276,85.0,0,0,0
DRUG GM,BABY HBC,15706.909999999963,5125.0,1016,0.4064,0.014416747442890005,0.08047674746715536,7045.739999999834,8661.169999999875,1615.4300000000403,0.22927754927091806,1963.3637500000023,479.6571965160569,0.24430378553951418,175.0,0,0,0
DRUG GM,BATTERIES,13169.630000000157,2943.0,997,0.3988,0.008174071555677724,0.0864181173163637,6249.839999999959,6919.789999999894,669.9499999999343,0.10719474418544134,1646.2037500000006,557.2260474615683,0.33849154301924544,152.0,0,0,0
DRUG GM,BOOKSTORE,15683.829999999989,1934.0,639,0.2556,0.005465054035676567,0.011887218845664616,7528.789999999954,8155.039999999941,626.2499999999873,0.08318069703099583,1960.478750000001,576.0416989479022,0.29382705573722845,99.0,0,0,0
DRUG GM,BROOMS AND MOPS,10249.789999999772,3998.0,1095,0.438,0.011020529216880542,0.04108183154316109,4712.479999999895,5537.309999999861,824.8299999999663,0.17503098156384422,1281.2237500000022,283.0342223597461,0.2209092848612474,143.0,0,0,0
DRUG GM,CANDLES/ACCESSORIES,5926.879999999904,2405.0,610,0.244,0.00436553290606328,0.22486853101308413,3229.2799999999756,2697.599999999991,-531.6799999999848,-0.1646435118664188,740.8600000000008,419.0448599238177,0.5656194961582718,91.0,0,0,0
DRUG GM,CANDY - CHECKLANE,28116.66000000384,57594.0,2142,0.8568,0.0843520782396088,0.2802182948671183,13487.080000000107,14629.580000000315,1142.5000000002074,0.08471070090784649,3514.582499999942,889.3762641914177,0.2530531760718186,351.0,0,0,0
DRUG GM,CANDY - PACKAGED,75868.82000000146,44580.0,2170,0.868,0.07806961704836446,0.1409672381525416,32942.42000000169,42926.40000000066,9983.97999999897,0.30307366611191455,9483.602499999859,3309.415566953268,0.3489618599001083,608.0,0,0,0
DRUG GM,CHARCOAL AND LIGHTER FLUID,11693.629999999806,2632.0,747,0.2988,0.007190289492339521,0.06524768043153213,4746.809999999944,6946.819999999864,2200.00999999992,0.4634712575392624,1461.703750000002,483.1417928794661,0.3305333196822307,5.0,0,0,0
DRUG GM,CHRISTMAS  SEASONAL,11112.269999999728,4485.0,883,0.3532,0.006929876593220584,0.24981417959871335,5534.429999999888,5577.839999999884,43.40999999999531,0.007843626172884323,1389.0337499999903,1575.0436800739913,1.133913182508346,297.0,0,0,0
DRUG GM,CIGARETTES,96387.82999999894,16842.0,998,0.3992,0.03964063019921587,0.01518069935494381,45584.15000000031,50803.68000000037,5219.530000000064,0.11450317709116062,12048.478750000048,3211.652242900372,0.2665608090067271,134.0,0,0,0
DRUG GM,CIGARS,668.750000000001,203.0,73,0.0292,0.0005967795604808958,0.0,311.77000000000015,356.9800000000002,45.210000000000036,0.14501074510055495,83.59375,14.619282704213441,0.17488487720928228,1.0,0,0,0
DRUG GM,COFFEE FILTERS,4502.799999999914,1773.0,725,0.29,0.005956945067345669,0.07162782642401176,1915.3900000000044,2587.409999999994,672.0199999999895,0.3508528289277839,562.8500000000004,172.19013170661933,0.30592543609597445,105.0,0,0,0
DRUG GM,COLD AND FLU,25642.440000001214,6800.0,1416,0.5664,0.017697226602624384,0.09149001300986835,10794.359999999804,14848.079999999807,4053.720000000003,0.375540560070266,3205.3049999999694,1683.3411844389907,0.5251734809757594,435.0,0,0,0
DRUG GM,CONTINUITIES,805.9899999999998,202.0,115,0.046,0.0005642279480910288,0.04214154138689168,532.1800000000007,273.81000000000023,-258.3700000000005,-0.4854936299748208,100.74875000000009,144.92308594931137,1.4384603873428827,1.0,0,0,0
DRUG GM,COOKWARE & BAKEWARE,6707.569999999871,1393.0,654,0.2616,0.0037398185790136138,0.08109437332865885,3077.899999999974,3629.66999999996,551.7699999999859,0.17926833230449024,838.446250000001,316.56882487688017,0.37756603345399875,89.0,0,0,0
DRUG GM,COUPON/MISC ITEMS,185.20000000000005,17.0,12,0.0048,4.70189956742524e-05,0.0,175.95000000000002,9.25,-166.70000000000002,-0.9474282466609832,30.86666666666667,60.30832866749555,1.953833542143484,,1,0,0
DRUG GM,DEODORANTS,15897.120000000185,5660.0,1298,0.5192,0.015404146352049305,0.1281409749807893,7157.819999999927,8739.299999999901,1581.479999999974,0.22094436574264095,1987.1400000000017,500.05954668276297,0.2516478691399512,179.0,0,0,0
DRUG GM,DIAPERS & DISPOSABLES,59663.69999999723,5283.0,632,0.2528,0.016579621243905614,0.07469089132635022,26463.750000000768,33199.95000000158,6736.200000000816,0.2545444239762173,7457.96249999994,1888.8297946139394,0.25326351461460883,113.0,0,0,0
DRUG GM,DIETARY AID PRODUCTS,16339.92999999985,3457.0,495,0.198,0.006474154019762445,0.0854129456601989,7098.329999999906,9241.5999999999,2143.269999999994,0.3019400337825971,2042.4912499999987,621.2643074854324,0.3041698746496137,67.0,0,0,0
DRUG GM,DISPOSIBLE FOILWARE,3574.6999999999534,1305.0,590,0.236,0.0036602479709494946,0.09007834891996712,1687.0200000000025,1887.6800000000037,200.66000000000122,0.11894346243672328,446.83750000000026,191.3887631236487,0.42831848966044384,58.0,0,0,0
DRUG GM,DOLLAR VALUE PRODUCTS,354.63000000000005,325.0,142,0.0568,0.0006148637895863775,0.1913947602435187,129.12,225.51000000000002,96.39000000000001,0.7465148698884759,44.32875,49.05651476686281,1.1066523366181724,52.0,0,0,0
DRUG GM,DOMESTIC GOODS,3988.5199999999745,1270.0,480,0.192,0.0027234849032855427,0.18115674246343721,2083.390000000001,1905.130000000002,-178.25999999999885,-0.08556247270074195,498.56500000000017,236.96582170672406,0.4752957421935434,37.0,0,0,0
DRUG GM,EASTER,1913.7400000000032,1183.0,396,0.1584,0.002076069501309298,0.10542799446542753,711.7800000000011,1201.9600000000025,490.1800000000014,0.6886678468065984,318.9566666666671,383.36567758038444,1.201936556419526,23.0,0,0,0
DRUG GM,ELECTRICAL SUPPPLIES,10534.929999999986,4076.0,1063,0.4252,0.009602725655010778,0.05651119073825388,5024.709999999975,5510.219999999962,485.5099999999875,0.09662448181088858,1316.8662500000007,430.08856190781046,0.32660003391218373,188.0,0,0,0
DRUG GM,ETHNIC PERSONAL CARE,1164.7900000000009,382.0,156,0.0624,0.0010922874379710942,0.06868208748770673,503.5100000000006,661.2800000000012,157.7700000000006,0.31334035073782135,145.59875000000002,48.27635370226003,0.33157120993318984,17.0,0,0,0
DRUG GM,EYE AND EAR CARE PRODUCTS,7417.759999999904,1263.0,510,0.204,0.004014698861416936,0.016119555024412313,3244.7699999999836,4172.989999999977,928.2199999999934,0.2860665008613856,927.2200000000012,225.68764476594663,0.24340247704530354,30.0,0,0,0
DRUG GM,FALL AND WINTER SEASONAL,2194.2700000000004,396.0,224,0.0896,0.0010344179048335529,0.03002400328884842,938.530000000001,1255.7400000000014,317.2100000000004,0.33798599938201235,313.4671428571431,290.808047155639,0.927714606720901,72.0,0,0,0
DRUG GM,FAMILY PLANNING,4853.48999999996,595.0,335,0.134,0.002032667351456142,0.026757945268933193,2356.869999999995,2496.6199999999963,139.75000000000136,0.05929474260353845,606.6862500000003,137.98791033353,0.2274452574679745,25.0,0,0,0
DRUG GM,FD WRAPS/BAGS/TRSH BG,36.029999999999994,11.0,9,0.0036,3.255161238986705e-05,0.08063281449349324,0.0,36.029999999999994,36.029999999999994,,9.0075,1.6513908279588665,0.18333509053109814,,1,0,0
DRUG GM,FEMININE HYGIENE,20060.810000000485,5494.0,1178,0.4712,0.015570521259819737,0.07900792131390588,8779.75999999988,11281.049999999928,2501.290000000048,0.2848927533326745,2507.601249999993,659.4366967005652,0.26297510287992043,205.0,0,0,0
DRUG GM,FILM AND CAMERA PRODUCTS,7216.799999999893,1229.0,574,0.2296,0.003624079512738531,0.12535510330718921,3650.069999999973,3566.729999999973,-83.33999999999969,-0.022832438829940332,902.1000000000008,226.42103486330862,0.2509932766470551,9.0,0,0,0
DRUG GM,FIREWORKS,1317.8800000000022,290.0,133,0.0532,0.0005895458688387032,0.0005308741221617185,417.0300000000004,900.8500000000009,483.8200000000005,1.1601563436683213,219.64666666666673,171.2229824137715,0.7795382694043681,2.0,0,0,0
DRUG GM,FIRST AID PRODUCTS,11949.06999999986,3449.0,1075,0.43,0.009573790888442008,0.02345524339105644,5296.44999999992,6652.619999999898,1356.1699999999782,0.2560526390318041,1493.6337500000022,391.07725652311126,0.2618294187066345,133.0,0,0,0
DRUG GM,FOOT CARE PRODUCTS,3828.899999999978,636.0,317,0.1268,0.0018952272102544813,0.01982418325081802,1841.7300000000005,1987.170000000001,145.4400000000005,0.07896923001742952,478.61250000000024,108.02092664320725,0.22569599967240137,13.0,0,0,0
DRUG GM,FRAGRANCES,29.99,1.0,1,0.0004,3.6168458210963385e-06,0.0,29.99,0.0,-29.99,-1.0,29.99,,,,1,0,0
DRUG GM,GLASSES/VISION AIDS,1276.1800000000007,141.0,96,0.0384,0.00047742364838471667,0.0,583.1200000000002,693.0600000000003,109.94000000000005,0.1885375222938675,159.5225,52.38916566019571,0.3284123911059299,8.0,0,0,0
DRUG GM,GLASSWARE & DINNERWARE,1117.0700000000004,386.0,151,0.0604,0.0006401817103340519,0.1538566418470068,440.13000000000017,676.94,236.8099999999999,0.5380455774430277,139.63375,58.655316392219966,0.42006546692486574,5.0,0,0,0
DRUG GM,GREETING CARDS/WRAP/PARTY SPLY,33396.590000004086,13671.0,1604,0.6416,0.027513346161079845,0.026407458596953492,15159.999999999976,18236.590000000506,3076.5900000005295,0.2029412928760247,4174.573749999917,1170.6898090434024,0.2804333757532552,257.0,0,0,0
DRUG GM,HAIR CARE ACCESSORIES,4345.319999999866,1570.0,640,0.256,0.004336598139494509,0.06161364652326123,1916.3000000000034,2429.019999999981,512.7199999999775,0.26755727182590233,543.165000000001,150.86169171983846,0.2777456053314153,77.0,0,0,0
DRUG GM,HAIR CARE PRODUCTS,44840.520000000586,12992.0,1506,0.6024,0.028750307431894793,0.09806117584585328,19885.540000000517,24954.98000000048,5069.439999999962,0.25493096994096365,5605.064999999951,1472.2212309587364,0.2626590826259373,302.0,0,0,0
DRUG GM,HALLOWEEN,3847.3899999999508,1110.0,404,0.1616,0.0022930802505750783,0.22804402130840368,1917.6000000000004,1929.7900000000016,12.190000000001191,0.006356904463913845,549.6271428571432,798.2428556463734,1.4523352167377392,,0,0,0
DRUG GM,HAND/BODY/FACIAL PRODUCTS,20891.14000000043,3624.0,923,0.3692,0.010329711665051143,0.08826421350822546,9188.34999999987,11702.789999999883,2514.4400000000132,0.27365522645524487,2611.3924999999917,684.1242382731741,0.26197679524360135,164.0,0,0,0
DRUG GM,HARDWARE SUPPLIES,5207.569999999903,1670.0,652,0.2608,0.004304046527104643,0.05331023374696965,2321.1999999999966,2886.3699999999844,565.1699999999878,0.24348181974840108,650.9462500000008,157.5207774900553,0.2419873798951221,83.0,0,0,0
DRUG GM,HOME FREEZING & CANNING SUPPLY,963.5300000000019,310.0,102,0.0408,0.0005497605648066435,0.07676903176352214,408.1600000000003,555.3700000000006,147.21000000000026,0.3606673853390831,120.44125,89.26421126352938,0.7411431819541011,8.0,0,0,0
DRUG GM,HOME FURNISHINGS,1554.0800000000004,124.0,73,0.0292,0.0003327498155408631,0.09393128458071698,525.2600000000002,1028.8200000000002,503.55999999999995,0.9586871263755088,194.26000000000002,149.77814650818914,0.7710189771861893,16.0,0,0,0
DRUG GM,HOME HEALTH CARE,126.07,9.0,8,0.0032,3.255161238986705e-05,0.0,56.26,69.81,13.550000000000004,0.2408460718094562,25.214,9.42661285934667,0.37386423650934686,,1,0,0
DRUG GM,HOSIERY/SOCKS,3755.529999999963,1111.0,367,0.1468,0.0027162512116433502,0.055523839942057375,1794.280000000003,1961.250000000003,166.97000000000003,0.0930568250217356,469.4412500000002,197.91778368356478,0.42160288147572184,44.0,0,0,0
DRUG GM,IN-STORE PHOTOFINISHING,8052.639999999984,1213.0,312,0.1248,0.0026222132202948453,0.004098553262641335,3615.3299999999954,4437.309999999994,821.9799999999987,0.22735960479402978,1006.5800000000002,305.9528138688802,0.303952804415824,23.0,0,0,0
DRUG GM,INFANT CARE PRODUCTS,6389.779999999865,1522.0,448,0.1792,0.004137671619334211,0.06386314057626549,2782.089999999982,3607.6899999999614,825.5999999999794,0.2967553170458126,798.7225000000008,188.0569420415001,0.23544715723107826,61.0,0,0,0
DRUG GM,INFANT FORMULA,50861.790000000205,6174.0,466,0.1864,0.009534005584409947,0.13523932166111893,24608.56000000017,26253.230000000178,1644.6700000000092,0.06683324826808223,6357.723749999983,1695.5073446859212,0.26668465182777495,70.0,0,0,0
DRUG GM,INSECTICIDES,3482.689999999968,931.0,446,0.1784,0.00245945515834551,0.07177524460353119,1526.0100000000007,1956.680000000004,430.67000000000326,0.2822196446943356,435.3362500000004,278.78939024378286,0.6404001280476473,-26.0,0,0,0
DRUG GM,IRONING AND CHEMICALS,3346.009999999975,531.0,290,0.116,0.0014503551742596316,0.010223128052369945,1825.2800000000018,1520.7300000000016,-304.5500000000002,-0.16685111325385688,418.2512500000002,111.25946925189925,0.2660110860443315,11.0,0,0,0
DRUG GM,J-HOOKS,3167.219999999953,1021.0,544,0.2176,0.0033057970804820534,0.003526898500202983,1413.390000000003,1753.8300000000038,340.44000000000074,0.24086770105915564,395.90250000000043,122.91106572872711,0.3104579176153901,82.0,0,0,0
DRUG GM,KITCHEN GADGETS,7297.429999999815,2619.0,1017,0.4068,0.006962428205610451,0.05589272199186388,3326.3899999999544,3971.03999999995,644.6499999999955,0.19379868265597372,912.1787500000013,228.34234420132734,0.250326314005152,62.0,0,0,0
DRUG GM,LAWN AND GARDEN SHOP,3187.5499999999915,560.0,189,0.0756,0.0010886705921499978,0.12726530992205107,1098.1800000000005,2089.3700000000017,991.1900000000012,0.9025751698264408,398.44375000000025,453.06459794658457,1.1370854680154583,-27.0,0,0,0
DRUG GM,LAXATIVES,8913.639999999885,1840.0,498,0.1992,0.005002097770576236,0.0777574758049006,3644.019999999974,5269.619999999954,1625.5999999999804,0.4461007349026602,1114.205000000001,308.9749437367749,0.27730529277536414,89.0,0,0,0
DRUG GM,LONG DISTANCE CALLING CARDS,690.5699999999999,63.0,30,0.012,0.00022062759508687663,0.018379530916844355,228.98000000000008,461.5899999999999,232.60999999999984,1.0158529129181577,86.32125,38.824983649154866,0.4497731861987038,1.0,1,0,0
DRUG GM,MAGAZINE,32785.65000000562,9802.0,1211,0.4844,0.02625468381533832,0.0006720983183824597,15667.699999999457,17117.949999999688,1450.250000000231,0.09256304371415595,4098.20624999989,1118.2956716352364,0.2728744244229451,200.0,0,0,0
DRUG GM,MISCELLANEOUS HBC,87.39999999999998,31.0,22,0.0088,0.00010127168299069747,0.0,50.930000000000014,36.47000000000001,-14.46,-0.28391910465344583,10.925,6.354811450501783,0.5816761053090876,-3.0,1,0,0
DRUG GM,NATURAL HBC,214.49000000000015,51.0,29,0.0116,0.0001302064495594682,0.031166719364018238,125.97999999999999,88.50999999999996,-37.47000000000003,-0.29742816320050824,26.811250000000005,16.92225790194677,0.6311625866733841,7.0,1,0,0
DRUG GM,NEWSPAPER,5911.699999999914,5436.0,802,0.3208,0.017422346320221063,0.015615737626301468,2681.629999999993,3230.069999999942,548.4399999999491,0.20451740172952668,738.9625000000011,225.81215402883643,0.3055799909045941,124.0,0,0,0
DRUG GM,ORAL HYGIENE PRODUCTS,36423.4500000015,11993.0,1639,0.6556,0.028262033246046786,0.11749035315940931,16258.609999999879,20164.840000000495,3906.230000000616,0.2402560858523973,4552.931249999952,1220.393829307756,0.26804574070995885,334.0,0,0,0
DRUG GM,OVERNIGHT PHOTOFINISHING,1937.2999999999995,256.0,96,0.0384,0.0005895458688387032,0.028133120629282932,906.35,1030.9500000000003,124.60000000000025,0.1374744855740059,242.16250000000002,126.96349112469865,0.5242904707570274,4.0,0,0,0
DRUG GM,PERSONAL CARE APPLIANCES,2234.3399999999992,171.0,138,0.0552,0.0005931627146597995,0.08581178116829728,916.0600000000004,1318.2800000000004,402.22,0.43907604305394826,279.2925000000001,149.217761653421,0.5342705645637493,4.0,0,0,0
DRUG GM,PLASTIC HOUSEWARES,8512.029999999859,3547.0,1007,0.4028,0.007946210268948655,0.11622549045055725,4119.239999999971,4392.789999999977,273.55000000000655,0.06640788106544132,1064.0037500000012,267.85534869922975,0.2517428615258447,126.0,0,0,0
DRUG GM,PORTABLE ELECTRIC APPLIANCES,1778.0200000000013,129.0,113,0.0452,0.00045210572763704226,0.12499446360992311,586.3200000000002,1191.7000000000007,605.3800000000006,1.0325078455450956,222.25250000000005,126.0557631424624,0.5671736567303511,21.0,0,0,0
DRUG GM,PREPAID WIRELESS&ACCESSORIES,21644.470000000038,1213.0,302,0.1208,0.003804921803793348,0.13634578935817868,11085.129999999985,10559.33999999999,-525.7899999999954,-0.04743201026961309,2705.5587499999992,799.9496137067894,0.2956689126439371,40.0,0,0,0
DRUG GM,PROPANE,1300.9300000000003,58.0,44,0.0176,0.0001989265201602986,0.0,676.7200000000001,624.2100000000002,-52.50999999999999,-0.07759486936990186,162.61625000000004,112.69174439752517,0.6929919020855858,-3.0,1,0,0
DRUG GM,SEWING,363.25000000000006,197.0,131,0.0524,0.0005461437189855471,0.038715994495607066,195.28000000000003,167.96999999999994,-27.310000000000088,-0.13985047111839452,45.40625,10.556100385897384,0.23248121978576483,13.0,0,0,0
DRUG GM,SHAVING CARE PRODUCTS,22928.570000000425,4261.0,1042,0.4168,0.011924740672154627,0.08443819212982819,9874.85999999994,13053.70999999993,3178.8499999999894,0.3219134245953875,2866.0712499999895,775.4512003516254,0.27056242944121794,160.0,0,0,0
DRUG GM,SHOE CARE,637.4900000000011,288.0,181,0.0724,0.0008101734639255798,0.014515829829334623,293.3800000000001,344.11000000000007,50.72999999999996,0.17291567250664647,79.68624999999997,27.11015778923359,0.34021123831568933,17.0,0,0,0
DRUG GM,SINUS AND ALLERGY,12359.569999999903,1893.0,701,0.2804,0.00609438520854733,0.08556143006595182,5876.529999999942,6483.03999999991,606.5099999999675,0.10320886645690117,1544.946250000001,391.9744817837549,0.25371399282256885,52.0,0,0,0
DRUG GM,SMOKING CESSATIONS,3030.6699999999955,81.0,28,0.0112,0.00028573081986661074,0.027868037401164412,1219.8500000000001,1810.8200000000004,590.9700000000003,0.4844612042464239,378.83375000000007,103.60347607757737,0.2734800584097308,5.0,1,0,0
DRUG GM,SOAP - LIQUID & BAR,21681.520000000834,8148.0,1448,0.5792,0.021223651278193312,0.15526227306568452,9685.329999999889,11996.189999999971,2310.8600000000824,0.23859383211517923,2710.1899999999882,664.2691095589767,0.245100568432095,267.0,0,0,0
DRUG GM,SPORTS MEMORABLILIA,2013.9800000000018,261.0,161,0.0644,0.0007306028558614604,0.09256472411711171,356.74000000000024,1657.2400000000014,1300.5000000000011,3.6455121376913167,251.74750000000012,199.61981849434272,0.7929366468161259,26.0,0,0,0
DRUG GM,SPRING/SUMMER SEASONAL,15043.95999999975,2677.0,972,0.3888,0.006976895588894837,0.11320307609237885,6002.599999999892,9041.359999999862,3038.75999999997,0.5062406290607445,1880.494999999993,1535.478658017926,0.8165289766885483,-37.0,0,0,0
DRUG GM,STATIONERY & SCHOOL SUPPLIES,18305.260000000024,9068.0,1334,0.5336,0.016887053138698805,0.10381279279887755,8339.099999999777,9966.159999999789,1627.0600000000122,0.1951121823698068,2288.157499999993,730.6825283205061,0.3193322698811198,248.0,0,0,0
