household_key,recency_weeks,frequency_baskets,monetary_spend,avg_line_sales,total_units,product_diversity,category_diversity,discount_amount,coupon_line_count,first_half_spend,second_half_spend,top_department_share,spend_trend_change,discount_rate,coupon_engagement,campaign_exposure_count,future_spend,next_period_active_flag,next_period_spend_decline_flag,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc,missing_demographic_flag
11,29,5,33.39,1.855,20.0,17,14,10.98,0.0,23.34,10.05,0.29410002994908657,-13.29,0.24746450304259635,0.0,0,0.0,0,1,,,,,,,,1
12,16,7,266.2099999999999,3.0251136363636353,103.0,75,48,32.7,0.0,83.84999999999998,182.35999999999999,0.5396867134968635,98.51,0.10939747750158915,0.0,0,0.0,0,1,,,,,,,,1
13,0,229,11120.259999999958,5.630511392405042,1563490.0,905,156,1717.160000000003,259.0,4736.879999999981,6383.379999999971,0.3720056905144306,1646.49999999999,0.13376207991948602,1.1310043668122272,8,2070.6600000000026,1,0,25-34,U,75-99K,Homeowner,2 Adults Kids,4,2,0
14,0,130,2311.410000000001,2.982464516129034,118092.0,513,108,541.0500000000003,10.0,751.5900000000006,1559.8200000000008,0.46976953461307147,808.2300000000002,0.18967838286952315,0.07692307692307693,5,449.7799999999999,1,0,,,,,,,,1
15,0,39,795.6000000000005,2.9686567164179123,388.0,211,85,144.52999999999992,1.0,265.27000000000004,530.3299999999999,0.4768099547511307,265.0599999999999,0.15373405805580065,0.02564102564102564,0,176.92999999999998,1,0,,,,,,,,1
16,1,93,1486.0200000000018,2.9367984189723355,81186.0,276,108,170.20000000000007,0.0,948.3900000000006,537.6299999999999,0.5385122676679992,-410.7600000000007,0.10276412553887762,0.0,2,26.0,1,1,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,0
17,1,118,4870.439999999971,5.062827442827413,286802.0,422,122,1146.9500000000023,10.0,2952.8299999999913,1917.610000000003,0.37224152232652796,-1035.2199999999882,0.19060589391746377,0.0847457627118644,5,269.18999999999994,1,1,65+,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,0
18,0,128,5561.19999999996,3.5786357786357526,182710.0,587,137,886.3100000000002,60.0,2297.78,3263.4199999999905,0.6117618499604421,965.6399999999903,0.13746547116638913,0.46875,3,1557.7100000000005,1,0,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,0
19,0,360,9823.819999999925,2.435255329697552,421300.0,1652,172,2711.319999999989,18.0,2738.3299999999954,7085.489999999956,0.5336335559894239,4347.159999999961,0.21629754434334258,0.05,7,1475.7900000000006,1,0,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,0
20,0,325,6168.359999999971,3.622055196711668,398503.0,417,109,704.9600000000013,29.0,1373.6000000000013,4794.759999999982,0.5075190163998222,3421.1599999999808,0.10256469944655627,0.08923076923076922,5,1317.7500000000018,1,0,25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,0
21,2,25,789.0700000000002,3.3015481171548124,38752.0,199,80,141.03,1.0,143.98000000000002,645.0899999999999,0.4271610883698531,501.1099999999999,0.15162885711213847,0.04,0,81.04,1,1,,,,,,,,1
22,0,111,5204.2999999999665,3.8154692082111192,340832.0,628,137,740.1500000000002,51.0,2240.71,2963.589999999994,0.4508195146321337,722.8799999999937,0.12451109858775905,0.4594594594594595,7,1051.7399999999998,1,0,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0
23,0,97,2844.0599999999904,4.115861070911708,167285.0,417,127,244.45999999999998,1.0,1658.420000000001,1185.6400000000008,0.5928531746868938,-472.7800000000002,0.07915117920557443,0.010309278350515464,3,314.52000000000004,1,1,,,,,,,,1
24,0,54,1317.7200000000037,2.988027210884362,658.0,277,86,333.6499999999998,0.0,1177.0900000000026,140.63,0.6031478614576681,-1036.4600000000028,0.202044363165129,0.0,0,593.3900000000001,1,0,,,,,,,,1
25,0,79,2803.6599999999958,3.139596864501675,15102.0,415,112,501.60000000000025,6.0,1119.7200000000003,1683.940000000004,0.47002489602876424,564.2200000000037,0.1517581067752615,0.0759493670886076,4,345.9899999999999,1,1,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,0
26,0,92,1590.0000000000014,2.3766816143497778,856.0,408,105,258.8899999999999,0.0,747.1600000000002,842.8400000000008,0.5844528301886794,95.68000000000063,0.1400245552737046,0.0,1,347.3900000000001,1,0,,,,,,,,1
27,0,328,4774.179999999972,2.3119515738498655,2481.0,516,89,430.0500000000015,15.0,1003.790000000002,3770.389999999992,0.5550963725707897,2766.5999999999904,0.08263470292435263,0.04573170731707317,7,962.0600000000013,1,0,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,0
28,0,113,1869.5800000000033,3.3746931407942298,32772.0,325,100,267.27000000000004,1.0,767.600000000001,1101.9800000000005,0.5506637854491375,334.3799999999994,0.12507663149027756,0.008849557522123894,4,250.04,1,1,,,,,,,,1
29,6,59,1216.8200000000018,2.765500000000004,622.0,311,79,277.0800000000001,2.0,933.9300000000011,282.89000000000004,0.714452425173813,-651.0400000000011,0.18547426199879494,0.03389830508474576,5,126.20999999999997,1,1,,,,,,,,1
30,1,24,492.96000000000026,4.362477876106197,64767.0,103,63,81.64000000000001,1.0,337.12000000000006,155.83999999999995,0.347391269068484,-181.28000000000011,0.14208144796380087,0.041666666666666664,0,129.84,1,0,,,,,,,,1
31,0,41,3024.469999999995,3.81395964691046,189336.0,560,128,1014.3399999999991,237.0,590.1400000000003,2434.3299999999986,0.5381207285904659,1844.1899999999982,0.25114823425712046,5.780487804878049,0,1372.4300000000014,1,0,35-44,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0
32,1,104,3006.319999999984,3.4835689455387993,264174.0,630,144,345.5999999999997,3.0,1555.4900000000011,1450.8300000000022,0.47377524681338334,-104.65999999999894,0.10310508604024003,0.028846153846153848,6,375.49999999999994,1,1,,,,,,,,1
33,2,43,1017.7900000000006,3.647992831541221,22824.0,224,65,249.26,0.0,561.6900000000003,456.09999999999997,0.4536593992866895,-105.59000000000032,0.19672467542717326,0.0,0,182.94999999999996,1,0,,,,,,,,1
34,0,27,290.02000000000015,3.1184946236559155,10216.0,88,47,55.49000000000001,1.0,114.69000000000003,175.33,0.3170126198193226,60.639999999999986,0.16060316633382532,0.037037037037037035,0,117.36000000000003,1,0,,,,,,,,1
35,4,53,949.9300000000004,3.681899224806203,43826.0,199,78,125.74999999999997,1.0,404.92000000000013,545.0100000000001,0.5502300169486172,140.08999999999997,0.1169027963706678,0.018867924528301886,0,169.58,1,0,,,,,,,,1
36,0,186,3895.249999999984,3.5155685920577473,10240.0,594,122,701.1500000000009,3.0,1338.87,2556.3799999999947,0.623166677363458,1217.5099999999948,0.15254329475241563,0.016129032258064516,3,1003.0000000000002,1,0,,,,,,,,1
37,0,52,2309.8700000000013,8.279103942652334,69469.0,155,63,462.3699999999999,1.0,742.7900000000001,1567.0800000000006,0.7015719499365766,824.2900000000005,0.16678570397945333,0.019230769230769232,2,666.7900000000001,1,0,,,,,,,,1
38,10,27,706.1300000000001,4.869862068965518,275.0,133,68,61.660000000000004,1.0,465.5800000000001,240.55,0.5911659326186398,-225.0300000000001,0.08030841766628896,0.037037037037037035,1,0.0,0,1,,,,,,,,1
39,0,55,4477.799999999958,2.7056193353474067,13544.0,1129,164,755.6400000000009,21.0,2792.2299999999914,1685.5700000000004,0.6572691946938274,-1106.659999999991,0.14438686600018472,0.38181818181818183,4,555.8600000000004,1,1,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,0
40,0,336,10685.529999999859,3.341316447779818,991737.0,1373,190,1056.740000000001,11.0,4077.6899999999673,6607.839999999927,0.2857424947569313,2530.14999999996,0.08999452405710424,0.03273809523809524,10,2222.3599999999983,1,0,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,0
41,0,61,2488.1099999999938,2.9585136741973765,1189.0,313,84,508.86999999999983,0.0,652.6500000000002,1835.4600000000007,0.5416963076391333,1182.8100000000004,0.16979425955461863,0.0,1,619.0200000000006,1,0,,,,,,,,1
42,0,75,1701.5400000000025,2.0649757281553427,1186.0,274,73,488.2199999999996,19.0,754.9600000000008,946.58,0.42783008333627076,191.6199999999992,0.2229559403770272,0.25333333333333335,3,284.32000000000005,1,0,65+,U,50-74K,Unknown,Single Male,1,None/Unknown,0
43,7,95,838.6900000000013,2.3427094972067075,42997.0,229,65,91.13000000000004,7.0,352.92000000000036,485.76999999999987,0.5054787823868166,132.8499999999995,0.09800821664408155,0.07368421052631578,5,46.150000000000006,1,1,35-44,B,15-24K,Homeowner,2 Adults Kids,5+,3+,0
44,6,31,819.58,2.577295597484277,380.0,271,89,126.57000000000005,0.0,392.97999999999985,426.6000000000003,0.6503330974401522,33.62000000000046,0.13377371452729486,0.0,0,58.18000000000001,1,1,,,,,,,,1
45,4,57,807.0899999999998,3.4054430379746825,302.0,158,65,66.50000000000003,1.0,541.1100000000001,265.9800000000001,0.43267789218055003,-275.13000000000005,0.0761226662393114,0.017543859649122806,1,0.0,0,1,,,,,,,,1
46,0,114,6842.86999999993,4.075562835020804,94441.0,1102,190,1281.02,10.0,1885.9200000000014,4956.9499999999625,0.4767487910774322,3071.029999999961,0.15768554227100698,0.08771929824561403,7,1590.560000000001,1,0,45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,0
47,0,98,2047.2000000000044,3.7357664233576724,672.0,401,132,262.60999999999996,0.0,779.1900000000009,1268.0100000000023,0.5232659241891361,488.8200000000014,0.11369333408375557,0.0,3,281.92999999999995,1,1,,,,,,,,1
48,6,45,924.0000000000008,3.2421052631578977,41508.0,200,76,176.45999999999992,4.0,251.43999999999997,672.5600000000003,0.44503246753246706,421.12000000000035,0.16035112589280828,0.08888888888888889,2,248.83000000000004,1,0,19-24,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0
49,0,96,5242.299999999966,3.736493228795414,384725.0,915,155,1159.450000000004,10.0,1352.6400000000012,3889.6599999999835,0.5208935009442447,2537.0199999999822,0.18111453899324553,0.10416666666666667,4,1202.7300000000007,1,0,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0
50,6,14,244.40000000000006,2.944578313253013,99.0,76,40,20.99,0.0,135.18999999999997,109.21,0.7773731587561374,-25.979999999999976,0.0790911488752402,0.0,0,106.98999999999997,1,0,,,,,,,,1
51,0,77,2723.309999999991,3.261449101796396,1140.0,410,108,317.55999999999995,1.0,921.5400000000003,1801.7700000000027,0.5616877990386728,880.2300000000024,0.10443063991555078,0.012987012987012988,4,323.55000000000007,1,1,,,,,,,,1
52,0,121,4594.859999999957,3.3032782171099617,152374.0,899,176,480.17000000000024,1.0,1661.7500000000005,2933.109999999992,0.5517164832007994,1271.3599999999915,0.09461421902924796,0.008264462809917356,5,892.4200000000008,1,0,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
53,0,48,1613.690000000002,3.531050328227576,72575.0,283,94,317.9100000000001,3.0,567.8900000000003,1045.8000000000006,0.5150307679913734,477.9100000000003,0.16458376475460743,0.0625,0,348.56999999999994,1,0,,,,,,,,1
54,18,11,103.09000000000002,3.0320588235294124,42.0,33,19,18.529999999999998,0.0,51.720000000000006,51.37,0.7646716461344456,-0.3500000000000085,0.15235980924190096,0.0,0,0.0,0,1,,,,,,,,1
55,0,120,873.4500000000007,2.7210280373831797,359.0,203,73,156.81,0.0,526.6600000000002,346.7900000000002,0.5265098173908065,-179.87,0.15220429794420817,0.0,4,199.34000000000003,1,0,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0
56,0,174,5556.259999999948,2.8537544940934505,10633.0,929,168,1037.030000000002,42.0,2069.4800000000023,3486.7799999999816,0.5659490376620272,1417.2999999999793,0.1572856646681717,0.2413793103448276,1,1135.270000000002,1,0,55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,0
57,0,159,2581.1399999999976,3.521336971350611,123709.0,445,134,433.91000000000014,3.0,1549.2500000000007,1031.8900000000012,0.34607963922917845,-517.3599999999994,0.14391469461534648,0.018867924528301886,4,524.7300000000002,1,0,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0
58,0,237,9049.419999999918,3.5655713159968156,1054485.0,1252,182,1429.3900000000024,54.0,3844.919999999983,5204.499999999968,0.4156708385730816,1359.5799999999854,0.1364076646107729,0.22784810126582278,8,1317.660000000002,1,1,25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,0
59,1,37,1433.7600000000002,3.326589327146172,28037.0,352,119,322.80000000000024,15.0,543.3800000000003,890.3800000000001,0.5184898448833835,346.9999999999998,0.18376827435442009,0.40540540540540543,0,254.56999999999994,1,0,,,,,,,,1
60,55,5,296.78000000000003,2.938415841584159,11175.0,95,56,36.37,0.0,296.78000000000003,0.0,0.5027966844126962,-296.78000000000003,0.10917004352393815,0.0,0,104.16000000000001,1,0,,,,,,,,1
61,20,9,167.54999999999995,4.654166666666665,60.0,36,22,51.410000000000004,0.0,138.67,28.88,0.7758281110116386,-109.78999999999999,0.23479174278407022,0.0,0,16.25,1,1,,,,,,,,1
62,0,31,340.45999999999975,1.4867248908296933,253.0,175,82,71.87,3.0,79.75000000000001,260.7099999999999,0.6107325383304941,180.95999999999992,0.17430213663812977,0.0967741935483871,0,18.83,1,1,,,,,,,,1
63,0,29,514.9800000000002,4.8583018867924554,138.0,60,33,67.06,0.0,302.61000000000007,212.37000000000006,0.3799953396248396,-90.24000000000001,0.11521544911002676,0.0,0,74.62,1,1,,,,,,,,1
64,0,201,2948.3999999999955,2.848695652173909,1412.0,586,139,434.5999999999999,2.0,950.3400000000006,1998.0600000000009,0.4353412020078697,1047.7200000000003,0.1284658587052913,0.009950248756218905,4,969.410000000001,1,0,,,,,,,,1
65,0,113,1901.480000000003,3.969686847599171,548.0,382,118,214.38,6.0,712.6900000000005,1188.790000000001,0.4271409638807661,476.1000000000006,0.10132050324690656,0.05309734513274336,6,140.68999999999997,1,1,,,,,,,,1
66,1,28,363.6800000000002,2.177724550898205,227.0,151,69,75.24,0.0,292.2200000000001,71.46000000000001,0.5323911130664316,-220.76000000000008,0.17142076004738896,0.0,0,32.269999999999996,1,1,,,,,,,,1
67,0,171,7172.819999999929,3.4601157742401973,255170.0,1019,177,1907.290000000002,192.0,3244.349999999987,3928.469999999982,0.5660437596370793,684.1199999999949,0.2100514200819171,1.1228070175438596,5,2446.0799999999963,1,0,45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+,0
68,0,496,4381.769999999981,2.2703471502590578,169075.0,905,162,934.319999999998,34.0,1325.8599999999992,3055.9099999999935,0.5847043546329465,1730.0499999999943,0.1757532321687559,0.06854838709677419,8,579.0000000000009,1,1,,,,,,,,1
69,0,150,4725.229999999966,2.7713958944281325,2377.0,1033,148,910.2700000000001,2.0,1922.9500000000035,2802.2799999999934,0.5659195425407895,879.3299999999899,0.16152426581492424,0.013333333333333334,7,979.11,1,0,,,,,,,,1
70,1,24,69.91,1.8397368421052631,41.0,19,11,8.92,0.0,26.87,43.040000000000006,0.3099699613789158,16.170000000000005,0.1131548902702017,0.0,0,6.49,1,1,,,,,,,,1
71,1,78,3022.219999999993,5.24690972222221,12381.0,360,106,462.3200000000001,13.0,1740.7200000000034,1281.5000000000007,0.5188437638557103,-459.22000000000276,0.13267748397205972,0.16666666666666666,2,353.8099999999999,1,1,35-44,A,25-34K,Homeowner,Single Female,2,None/Unknown,0
72,0,102,6212.239999999915,2.4978850020104204,132621.0,998,168,988.450000000006,7.0,2173.3400000000006,4038.899999999972,0.5713816594336385,1865.5599999999713,0.13727156703038412,0.06862745098039216,6,261.19,1,1,,,,,,,,1
73,15,160,2748.8599999999915,3.893569405099138,215939.0,493,115,227.59000000000003,1.0,891.7500000000014,1857.1100000000029,0.4359698202163826,965.3600000000015,0.076463572376489,0.00625,4,115.32000000000001,1,1,,,,,,,,1
74,0,126,1954.3700000000013,1.9861483739837411,1409.0,386,109,858.590000000001,10.0,1027.78,926.5900000000007,0.5352671193274559,-101.18999999999926,0.305226522950913,0.07936507936507936,5,93.26999999999998,1,1,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0
75,0,52,810.5700000000007,4.2438219895288,102848.0,120,45,160.25000000000006,7.0,153.14000000000001,657.4300000000006,0.5446290881725202,504.29000000000065,0.16506664469211585,0.1346153846153846,0,356.5199999999999,1,0,,,,,,,,1
76,3,14,270.3700000000002,2.9072043010752706,148.0,90,53,67.73999999999998,0.0,134.07000000000002,136.29999999999995,0.4903650552945959,2.229999999999933,0.2003489988465291,0.0,0,45.57,1,0,,,,,,,,1
77,0,75,5238.879999999953,2.521116458132797,2472.0,1148,169,1058.600000000002,26.0,2945.839999999987,2293.04,0.6378500748251573,-652.799999999987,0.16809898562599795,0.3466666666666667,2,988.2200000000004,1,0,35-44,A,100-124K,Homeowner,2 Adults Kids,5+,3+,0
78,0,175,1984.6100000000033,2.4410947109471137,1253.0,334,89,321.8600000000003,0.0,511.5700000000003,1473.0400000000031,0.6728626783095921,961.4700000000029,0.13954657983845437,0.0,5,520.5300000000001,1,0,55-64,U,25-34K,Unknown,Single Male,1,None/Unknown,0
79,0,131,3295.339999999991,3.08552434456928,166648.0,662,163,748.4800000000007,44.0,885.6300000000012,2409.709999999996,0.42707277549509454,1524.0799999999947,0.18509231370338003,0.33587786259541985,1,654.7800000000005,1,0,,,,,,,,1
80,0,78,2556.1199999999976,2.4792628516003856,122685.0,724,133,737.93,14.0,800.8299999999998,1755.2900000000013,0.42735865295839076,954.4600000000015,0.2240190646772212,0.1794871794871795,2,445.9700000000001,1,0,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
81,0,137,5295.929999999963,2.68965464702893,2801.0,969,160,1134.520000000002,5.0,4269.6899999999805,1026.240000000001,0.557609333960233,-3243.44999999998,0.1764293323173352,0.0364963503649635,4,257.77,1,1,,,,,,,,1
82,2,41,495.8800000000003,4.909702970297032,119.0,62,28,82.12999999999998,0.0,286.2200000000001,209.66,0.5550939743486324,-76.56000000000009,0.14209096728430295,0.0,0,70.63000000000001,1,1,,,,,,,,1
83,0,97,1084.9700000000005,3.248413173652696,42100.0,266,87,174.29999999999993,0.0,584.8000000000001,500.17,0.4987972017659473,-84.63000000000005,0.13841352529640177,0.0,1,98.77,1,1,,,,,,,,1
84,0,44,1052.2500000000014,2.6175373134328392,8613.0,301,98,135.95,2.0,311.49000000000007,740.760000000001,0.6346970776906629,429.27000000000095,0.11441676485440147,0.045454545454545456,0,155.84,1,0,,,,,,,,1
85,0,251,4068.4499999999707,2.6660878112712783,132889.0,854,155,818.1300000000003,3.0,2296.469999999998,1771.9800000000016,0.48385994666273785,-524.4899999999964,0.16742384244195432,0.01195219123505976,8,628.0400000000003,1,0,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,0
86,0,42,3732.3499999999876,3.8046381243628824,16257.0,705,152,471.1700000000004,1.0,1477.6100000000015,2254.7400000000002,0.5673369324956148,777.1299999999987,0.11208939174786887,0.023809523809523808,2,287.09000000000003,1,1,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,0
87,0,37,970.2500000000008,3.4284452296819814,325.0,167,68,76.54,1.0,170.40000000000003,799.8500000000001,0.3978871424890488,629.45,0.07311877262870294,0.02702702702702703,0,232.04999999999998,1,0,,,,,,,,1
88,0,191,10090.199999999926,2.293748579222534,246514.0,1788,183,2039.710000000007,92.0,4029.2299999999786,6060.969999999957,0.5960853104992981,2031.739999999978,0.16815541088103855,0.4816753926701571,9,1525.4600000000025,1,0,,,,,,,,1
89,13,10,163.36000000000004,3.8895238095238107,45.0,41,21,9.93,0.0,22.430000000000003,140.92999999999998,0.7851983349657196,118.49999999999997,0.05730278723527034,0.0,0,14.2,1,1,,,,,,,,1
90,5,8,364.13000000000005,3.5012500000000006,16641.0,76,43,43.829999999999984,0.0,216.01,148.12,0.4989976107434158,-67.88999999999999,0.1074370036278066,0.0,0,126.28000000000003,1,0,,,,,,,,1
91,0,151,2451.6700000000005,3.4824857954545463,226606.0,422,121,265.6999999999998,0.0,457.3800000000002,1994.2900000000018,0.5399136099067169,1536.9100000000017,0.09777836658239393,0.0,2,447.99000000000007,1,0,,,,,,,,1
92,0,49,1328.0500000000015,2.1454765751211657,10973.0,473,125,362.9400000000002,0.0,432.4899999999999,895.5600000000006,0.4335755430894916,463.07000000000073,0.2146316654740713,0.0,1,259.3300000000002,1,0,,,,,,,,1
93,10,106,3346.7199999999875,2.6290023566378533,23269.0,485,107,738.3699999999992,107.0,1745.9200000000035,1600.8000000000006,0.6916443562652426,-145.12000000000285,0.1807475477896452,1.009433962264151,12,0.0,0,1,,,,,,,,1
94,0,29,343.89000000000016,3.2139252336448614,17928.0,90,48,97.94,1.0,116.52999999999999,227.35999999999993,0.28616708831312326,110.82999999999994,0.22166896770250993,0.034482758620689655,0,98.74999999999997,1,0,,,,,,,,1
95,0,258,5385.509999999978,3.0019565217391184,324737.0,1051,150,1726.9699999999975,21.0,1876.5100000000034,3508.999999999991,0.499499583140688,1632.4899999999875,0.2428084156299917,0.08139534883720931,5,1114.6700000000008,1,0,,,,,,,,1
96,30,57,1155.000000000001,3.5648148148148175,408.0,251,83,163.53000000000003,0.0,897.6500000000007,257.35,0.4296277056277055,-640.3000000000006,0.12402448180928756,0.0,2,27.429999999999996,1,1,,,,,,,,1
97,1,154,4590.839999999985,2.9849414824447233,323671.0,877,135,847.2500000000019,1.0,1954.4500000000005,2636.389999999999,0.53461458033824,681.9399999999985,0.15579918684685323,0.006493506493506494,3,733.11,1,0,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,0
98,0,142,1850.6299999999999,1.8107925636007827,1341.0,574,125,395.4700000000004,1.0,415.4600000000001,1435.1700000000003,0.7122763599422901,1019.7100000000003,0.1760696318062421,0.007042253521126761,2,696.67,1,0,35-44,U,35-49K,Unknown,1 Adult Kids,2,1,0
99,1,234,6279.729999999973,2.4539781164517285,51046.0,1252,189,1120.6100000000038,42.0,3350.159999999999,2929.5699999999993,0.5681964033485537,-420.5899999999997,0.15142682633500723,0.1794871794871795,3,646.4200000000002,1,1,,,,,,,,1
100,0,30,2041.5000000000034,3.5381282495667303,123011.0,396,95,347.85,2.0,704.6300000000002,1336.8700000000008,0.501361743815821,632.2400000000006,0.1455835269006213,0.06666666666666667,0,253.12000000000003,1,1,,,,,,,,1
101,0,168,5276.279999999987,5.649122055674504,256593.0,498,114,1692.2400000000025,17.0,1685.7600000000004,3590.519999999994,0.595519949661505,1904.7599999999936,0.24284066057068143,0.10119047619047619,4,1375.300000000001,1,0,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,0
102,63,8,304.84000000000003,2.8758490566037738,139.0,92,45,55.660000000000004,1.0,304.84000000000003,0.0,0.6057603988977825,-304.84000000000003,0.15439667128987516,0.125,0,0.0,0,1,,,,,,,,1
103,3,39,477.8300000000001,2.142735426008969,254.0,187,77,93.45,4.0,335.05000000000007,142.78,0.49902685055354407,-192.27000000000007,0.16358003080801006,0.10256410256410256,1,64.16000000000001,1,1,,,,,,,,1
104,0,95,4186.7899999999845,2.708143596377739,39717.0,803,138,1138.3900000000012,86.0,971.3400000000004,3215.449999999998,0.5765419330800002,2244.109999999998,0.21377493342948112,0.9052631578947369,8,2359.9499999999994,1,0,35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,0
105,0,123,3866.699999999979,1.9142079207920688,2544.0,1121,135,1179.2300000000007,34.0,2070.2200000000016,1796.4799999999998,0.527219592934548,-273.7400000000018,0.23369923879245363,0.2764227642276423,8,724.9699999999997,1,0,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,0
106,1,36,1008.420000000001,5.252187500000005,103851.0,168,81,68.84000000000002,1.0,302.3500000000001,706.0700000000006,0.394002498958767,403.72000000000054,0.06390286467519443,0.027777777777777776,0,1006.2400000000011,1,0,,,,,,,,1
107,1,40,1217.3900000000006,4.682269230769233,116911.0,196,77,173.27999999999992,0.0,1045.38,172.01,0.3102949753160447,-873.3700000000001,0.12460181063803767,0.0,0,5.4399999999999995,1,1,,,,,,,,1
108,4,55,2518.959999999996,3.045900846432885,69450.0,604,151,356.30000000000007,1.0,1111.810000000001,1407.1500000000008,0.4321823292152326,295.3399999999997,0.12391922817414792,0.01818181818181818,4,152.2,1,1,,,,,,,,1
109,0,89,2901.189999999988,2.4628098471986313,1265.0,665,148,385.1500000000004,1.0,920.5900000000012,1980.600000000003,0.579848269158521,1060.010000000002,0.11719724678517796,0.011235955056179775,4,599.8800000000009,1,0,25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,0
110,1,162,3113.5199999999895,2.3987057010785744,171260.0,784,154,550.1400000000006,2.0,1626.280000000005,1487.2400000000018,0.5207610678588893,-139.04000000000315,0.1501613140957409,0.012345679012345678,4,347.80000000000007,1,1,25-34,U,35-49K,Homeowner,Single Female,1,None/Unknown,0
