household_key,recency_weeks,frequency_baskets,monetary_spend,avg_line_sales,total_units,product_diversity,category_diversity,discount_amount,coupon_line_count,first_half_spend,second_half_spend,top_department_share,spend_trend_change,discount_rate,coupon_engagement,campaign_exposure_count,future_spend,next_period_active_flag,next_period_spend_decline_flag,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc,missing_demographic_flag
1919,0,86,3553.5000000000005,2.763219284603422,182217.0,732,136,804.4,27.0,1455.8700000000001,2097.6300000000006,0.508853243281272,641.7600000000004,0.18458431813488146,0.313953488372093,7,601.4499999999999,1,0,35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,0
239,0,235,3717.790000000001,1.5686877637130805,2680.0,1054,168,980.2099999999998,115.0,1644.65,2073.1400000000003,0.4717560701384424,428.49000000000024,0.20864410387398885,0.48936170212765956,8,953.4100000000001,1,0,45-54,U,50-74K,Renter,Unknown,1,None/Unknown,0
460,0,103,651.28,2.1145454545454543,41705.0,199,81,122.86000000000001,8.0,351.43000000000006,299.85,0.3756602382999631,-51.58000000000004,0.15870514377244427,0.07766990291262135,4,109.17000000000002,1,0,65+,B,25-34K,Homeowner,Single Female,1,None/Unknown,0
351,0,257,6819.720000000004,3.4338972809667694,51921.0,810,152,1487.6800000000003,12.0,2481.2600000000007,4338.460000000002,0.36945944994809143,1857.2000000000012,0.17907889351662365,0.04669260700389105,7,839.95,1,1,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0
886,0,172,4016.7800000000007,4.300620985010707,291318.0,517,148,594.3699999999999,20.0,2054.2700000000004,1962.5100000000002,0.30065126793102925,-91.76000000000022,0.1288984309770881,0.11627906976744186,3,873.3300000000002,1,0,35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,0
276,0,156,5217.880000000001,3.4855577822311297,241681.0,792,150,1128.26,1.0,1415.69,3802.190000000001,0.39808121305970995,2386.500000000001,0.17778681214092343,0.00641025641025641,5,540.8299999999999,1,1,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,0
123,0,161,3041.03,2.5511996644295305,113758.0,558,118,703.91,3.0,1532.2800000000002,1508.7500000000002,0.4764438364633034,-23.529999999999973,0.18796295801801896,0.018633540372670808,3,181.62,1,1,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0
853,0,455,11974.59000000001,5.4454706684856795,648809.0,697,156,488.92999999999995,6.0,5585.9900000000025,6388.600000000004,0.6332759618492155,802.6100000000015,0.039228885579675694,0.013186813186813187,3,1522.7000000000007,1,1,25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,0
1541,0,83,6225.270000000003,3.0864005949429862,17419.0,862,161,799.4100000000001,120.0,2486.8300000000013,3738.4399999999996,0.615227933888811,1251.6099999999983,0.11380020157501833,1.4457831325301205,8,1518.0800000000002,1,0,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,0
1393,0,168,4747.59,3.182030831099196,14456.0,598,149,630.9199999999998,12.0,1811.3900000000003,2936.2,0.43879736877026027,1124.8099999999995,0.11730386296576557,0.07142857142857142,7,1203.3000000000002,1,0,35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,0
281,2,74,1354.34,2.7924536082474227,12286.0,240,83,366.0199999999999,5.0,709.5399999999997,644.8000000000001,0.5910480381588082,-64.73999999999967,0.21275779488014132,0.06756756756756757,5,140.73999999999998,1,1,35-44,B,50-74K,Homeowner,Single Female,1,None/Unknown,0
473,0,65,2983.790000000001,3.518620283018869,245735.0,472,117,651.96,2.0,1278.48,1705.31,0.5695709148432028,426.8299999999999,0.1793192601251461,0.03076923076923077,2,224.92,1,1,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0
17,1,118,4870.440000000001,5.0628274428274445,286802.0,422,122,1146.95,10.0,2952.830000000001,1917.6099999999997,0.37224152232652474,-1035.2200000000012,0.19060589391746252,0.0847457627118644,5,269.19,1,1,65+,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,0
1388,0,140,6299.170000000003,3.5468299549549567,373289.0,892,155,806.6000000000001,36.0,3589.1100000000006,2710.06,0.5684240939679353,-879.0500000000006,0.11351338419340899,0.2571428571428571,8,649.9900000000001,1,1,35-44,A,100-124K,Unknown,2 Adults Kids,3,1,0
56,0,174,5556.260000000001,2.8537544940934776,10633.0,929,168,1037.03,42.0,2069.48,3486.7800000000007,0.5659490376620243,1417.3000000000006,0.15728566466817018,0.2413793103448276,1,1135.2700000000002,1,0,55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,0
1833,0,69,2588.4200000000005,2.985490196078432,6320.0,585,127,757.8600000000001,29.0,1292.44,1295.98,0.5986354610148273,3.5399999999999636,0.22647835805730543,0.42028985507246375,6,403.39,1,0,25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,0
1128,0,196,2315.21,2.5526019845644985,42336.0,682,147,353.63,1.0,1188.33,1126.8800000000003,0.4950997965627309,-61.44999999999959,0.13250325984322775,0.00510204081632653,7,711.7900000000001,1,0,25-34,U,75-99K,Unknown,2 Adults Kids,3,1,0
868,0,135,5881.960000000003,4.145144467935167,418629.0,986,163,781.21,25.0,2270.2200000000007,3611.740000000001,0.4701239042768056,1341.5200000000004,0.1172429939503269,0.18518518518518517,5,954.69,1,0,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0
16,1,93,1486.02,2.936798418972332,81186.0,276,108,170.2,0.0,948.3900000000001,537.6299999999999,0.5385122676679991,-410.7600000000002,0.10276412553887768,0.0,2,26.0,1,1,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,0
119,1,49,2127.7200000000003,3.3934928229665076,674.0,497,144,184.89999999999998,2.0,330.04999999999995,1797.6700000000005,0.46280525633072017,1467.6200000000006,0.07995260786467295,0.04081632653061224,2,465.2899999999999,1,0,45-54,U,125-149K,Unknown,Single Male,1,None/Unknown,0
1796,0,49,2183.81,3.151240981240981,84247.0,406,97,271.09,0.0,827.27,1356.5400000000002,0.7006149802409549,529.2700000000002,0.11042812334514643,0.0,2,417.25,1,0,19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,0
1354,0,72,2017.38,2.752223738062756,62534.0,501,120,374.51,9.0,649.7099999999999,1367.6700000000005,0.5294292597329209,717.9600000000006,0.1565749261044613,0.125,1,517.38,1,0,65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0
2341,0,296,5522.910000000001,2.0786262702295826,43391.0,1180,180,1559.7900000000004,13.0,2355.76,3167.1500000000005,0.5814470994457631,811.3900000000003,0.22022533779490877,0.04391891891891892,10,175.47000000000003,1,1,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0
934,0,190,8672.600000000002,2.1466831683168324,109561.0,1894,193,2878.6099999999997,34.0,3251.03,5421.5700000000015,0.5885962687083456,2170.5400000000013,0.2492041959240633,0.17894736842105263,7,2036.7800000000002,1,0,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,0
2393,0,47,3180.6800000000003,3.7463839811542994,1266.0,509,151,416.37,6.0,931.9699999999999,2248.71,0.44259718047713054,1316.7400000000002,0.11575318663905144,0.1276595744680851,2,867.6100000000001,1,0,35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,0
688,7,26,2870.6300000000006,3.522245398773007,968.0,631,144,394.84,3.0,570.7500000000001,2299.8800000000006,0.5444240462894904,1729.1300000000006,0.12091368164460242,0.11538461538461539,3,336.98,1,1,35-44,A,125-149K,Homeowner,2 Adults Kids,3,1,0
314,0,34,2438.46,2.360561471442401,1454.0,492,115,381.53,0.0,840.4899999999998,1597.9700000000003,0.5590987754566408,757.4800000000005,0.1352948060099504,0.0,1,565.55,1,0,45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,0
982,0,349,16033.240000000023,3.2548193260251774,1167297.0,1410,189,2231.89,168.0,8237.870000000008,7795.370000000008,0.4244538221844116,-442.5,0.12219403858609258,0.4813753581661891,10,2757.100000000003,1,0,45-54,U,35-49K,Unknown,2 Adults Kids,4,2,0
1451,0,217,5629.56,3.7060961158657015,437057.0,986,166,1445.0700000000002,140.0,1768.38,3861.1800000000007,0.4312646103780756,2092.8000000000006,0.20426085887177137,0.6451612903225806,6,1070.49,1,0,45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+,0
1020,0,133,7540.730000000003,2.8434125188536967,33092.0,1317,188,1136.62,8.0,2929.7400000000002,4610.990000000001,0.5353447212670389,1681.2500000000005,0.13098699487746832,0.06015037593984962,4,2020.730000000001,1,0,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,0
2193,0,108,8426.190000000006,3.195369738339024,203353.0,1708,216,961.8099999999997,3.0,4021.330000000003,4404.8600000000015,0.5026079402434549,383.5299999999984,0.10245100127822744,0.027777777777777776,7,728.8199999999999,1,1,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
621,0,114,2531.2200000000007,3.140471464019852,947.0,371,92,321.23999999999995,4.0,667.2900000000001,1863.9300000000005,0.465411935746399,1196.6400000000003,0.1126185818556614,0.03508771929824561,2,647.9300000000002,1,0,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,0
2331,1,90,5051.650000000001,2.724730312837109,413984.0,1004,151,1447.82,75.0,2388.530000000001,2663.1200000000003,0.5048112992784535,274.58999999999924,0.2227597019449278,0.8333333333333334,8,851.9000000000001,1,0,35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,0
879,0,78,2146.4800000000005,3.7525874125874132,206538.0,416,112,383.50000000000006,7.0,448.88,1697.6000000000004,0.442561775558123,1248.7200000000003,0.15158222594645016,0.08974358974358974,1,302.11999999999995,1,1,35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
2376,1,140,2839.6400000000003,3.2527376861397483,125600.0,652,147,537.2800000000001,9.0,890.08,1949.56,0.41653871617528965,1059.48,0.15910356182556887,0.06428571428571428,3,1085.8500000000001,1,0,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,0
1272,0,229,8860.920000000007,3.030410396716829,15303.0,1334,194,1216.1600000000003,33.0,3992.3100000000027,4868.610000000002,0.4305128587099305,876.2999999999997,0.12068575420657567,0.14410480349344978,7,1158.5300000000004,1,1,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,0
2070,0,476,5529.530000000003,2.8695018162947603,110744.0,1039,174,1372.91,13.0,943.1099999999999,4586.420000000003,0.495076435067718,3643.310000000003,0.19890212736365684,0.0273109243697479,6,3680.8900000000017,1,0,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0
1316,2,51,3105.7200000000007,3.2452664576802515,10587.0,602,139,493.06999999999994,10.0,952.8100000000001,2152.9100000000003,0.6368990121453317,1200.1000000000004,0.13700993945187126,0.19607843137254902,6,630.7600000000001,1,0,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,0
787,0,165,2190.3099999999995,3.0936581920903947,833.0,241,78,342.71,3.0,937.1899999999998,1253.1200000000003,0.6509809113778418,315.9300000000005,0.13529699726018746,0.01818181818181818,3,314.28000000000003,1,1,25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown,0
1321,0,162,1438.08,1.8366283524904214,937.0,350,86,351.80000000000007,1.0,643.34,794.74,0.6555337672452158,151.39999999999998,0.19654948935124145,0.006172839506172839,4,450.04999999999995,1,0,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,0
1197,0,114,6387.130000000004,3.845352197471405,283555.0,979,163,1004.1999999999998,145.0,1854.4400000000003,4532.690000000002,0.4849063663961745,2678.250000000002,0.1358618814205291,1.2719298245614035,5,1601.6000000000008,1,0,35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,0
2002,0,58,2161.4900000000002,2.588610778443114,64628.0,533,129,611.7099999999999,1.0,974.5399999999997,1186.9499999999998,0.6066787262490225,212.41000000000008,0.22057911438049901,0.017241379310344827,1,303.63,1,1,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,0
690,0,239,4389.740000000002,3.467409162717221,173925.0,733,157,581.28,6.0,1844.96,2544.7800000000007,0.39821720648603315,699.8200000000006,0.11693374800342783,0.02510460251046025,4,573.3999999999999,1,1,65+,B,15-24K,Homeowner,Single Female,1,None/Unknown,0
1858,0,56,2472.5299999999997,2.94699642431466,1038.0,398,96,427.70000000000005,30.0,804.04,1668.4900000000002,0.5606281824689692,864.4500000000003,0.14747106263985962,0.5357142857142857,2,387.53999999999996,1,0,25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,0
1505,0,96,3923.580000000001,2.5577444589309,1730.0,710,162,605.77,45.0,1765.57,2158.01,0.4701624536775087,392.4400000000003,0.13374325234305143,0.46875,4,129.65,1,1,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,0
27,0,328,4774.180000000003,2.3119515738498806,2481.0,516,89,430.05,15.0,1003.7899999999997,3770.3900000000017,0.5550963725707867,2766.600000000002,0.08263470292435188,0.04573170731707317,7,962.0600000000002,1,0,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,0
926,0,222,6604.940000000002,3.8829747207525,635428.0,674,170,915.5399999999998,3.0,3703.3000000000015,2901.6400000000003,0.3810874890612177,-801.6600000000012,0.12173956981469262,0.013513513513513514,9,669.1600000000001,1,1,35-44,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,0
1264,1,118,5992.460000000001,4.127038567493114,100715.0,1002,170,997.9800000000001,31.0,2741.8100000000004,3250.6500000000005,0.4530376506476473,508.84000000000015,0.14276354564233437,0.2627118644067797,7,466.3200000000001,1,1,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,0
2133,0,119,5827.930000000002,3.6265899191039215,207358.0,886,167,646.8,0.0,2155.61,3672.3200000000006,0.563157072922976,1516.7100000000005,0.09989605744177746,0.0,5,931.99,1,0,55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,0
1869,1,102,3099.5400000000004,2.384261538461539,37305.0,869,155,947.75,49.0,1411.83,1687.71,0.507739858172503,275.8800000000001,0.2341690365652078,0.4803921568627451,7,531.0800000000002,1,0,19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown,0
1040,0,207,5033.1600000000035,2.9433684210526336,1821.0,703,140,746.8,10.0,2273.8100000000004,2759.350000000001,0.64766667461396,485.5400000000004,0.1292050464017051,0.04830917874396135,5,631.5799999999999,1,1,25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,0
790,0,47,2260.8900000000003,2.9985278514588862,22024.0,527,114,257.44999999999993,8.0,243.05999999999997,2017.8300000000004,0.6976058101013317,1774.7700000000004,0.10223004042345352,0.1702127659574468,2,581.74,1,0,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0
164,0,97,3475.82,2.276240995415848,60732.0,943,158,895.2,20.0,1169.9999999999995,2305.82,0.6591595652248966,1135.8200000000006,0.20480345548636245,0.20618556701030927,3,796.5900000000001,1,0,45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,0
1896,0,102,2579.86,2.51939453125,28907.0,739,173,462.74999999999994,0.0,576.03,2003.8300000000004,0.4801810950981835,1427.8000000000004,0.1520898176236849,0.0,1,798.4800000000002,1,0,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
523,0,228,4645.380000000002,2.9494476190476204,348248.0,679,147,544.2199999999999,25.0,1485.64,3159.7400000000002,0.5265317369084981,1674.1000000000001,0.10486742716201627,0.10964912280701754,2,1086.4899999999998,1,0,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,0
404,0,211,5296.600000000002,3.406173633440516,104237.0,836,151,570.0500000000001,1.0,2770.0500000000015,2526.5500000000006,0.7005040969678662,-243.5000000000009,0.09716788968150475,0.004739336492890996,8,810.5800000000002,1,0,25-34,A,25-34K,Unknown,Unknown,2,None/Unknown,0
1767,2,453,8018.420000000002,2.461903592262819,29729.0,1849,198,1590.32,4.0,3293.19,4725.230000000003,0.5076386619807891,1432.0400000000031,0.16550765240812007,0.008830022075055188,10,1185.8000000000006,1,0,,,,,,,,1
998,0,230,7552.380000000003,3.1573494983277604,258334.0,1366,166,1824.08,30.0,3106.630000000001,4445.75,0.5278005079193577,1339.119999999999,0.1945382372451863,0.13043478260869565,8,753.0100000000001,1,1,,,,,,,,1
1969,0,208,2027.54,1.9877843137254902,1269.0,462,105,607.3799999999999,2.0,665.8700000000001,1361.6699999999996,0.6783984532980852,695.7999999999995,0.23051174229198604,0.009615384615384616,3,218.65999999999997,1,1,,,,,,,,1
1998,0,302,2189.5200000000004,1.3963775510204084,1806.0,416,83,523.7500000000001,0.0,852.2800000000004,1337.2400000000002,0.8711909459607584,484.9599999999998,0.19303276120695692,0.0,5,194.02,1,1,,,,,,,,1
468,0,277,4286.800000000001,2.930143540669857,16766.0,820,152,725.2599999999999,16.0,1694.9700000000003,2591.83,0.5194620696090323,896.8599999999997,0.1447029764208728,0.05776173285198556,7,1548.8800000000006,1,0,,,,,,,,1
2036,0,36,2911.6100000000006,3.5121954161640536,17427.0,544,136,288.49,8.0,722.38,2189.2300000000005,0.40959469159674533,1466.8500000000004,0.09015030780288115,0.2222222222222222,2,1152.8400000000004,1,0,,,,,,,,1
919,0,117,1218.23,1.949168,8432.0,389,91,178.51000000000002,3.0,658.9399999999999,559.29,0.7123531681209623,-99.64999999999998,0.12780474533556713,0.02564102564102564,1,251.2199999999999,1,0,,,,,,,,1
961,1,62,3288.2700000000004,3.334959432048682,1241.0,667,149,296.21,1.0,1696.6499999999996,1591.62,0.5170895334020624,-105.02999999999975,0.08263681203410256,0.016129032258064516,6,668.0,1,0,,,,,,,,1
180,2,62,1977.76,3.557122302158273,2548.0,431,127,365.79,0.0,1186.3700000000001,791.3899999999999,0.5013297872340425,-394.98000000000025,0.15608371914403363,0.0,2,125.63999999999996,1,1,,,,,,,,1
1061,0,101,4237.040000000002,3.307603434816551,59942.0,756,135,1033.34,1.0,694.1400000000002,3542.9000000000005,0.4955534996129371,2848.76,0.19606555884015944,0.009900990099009901,3,1974.63,1,0,,,,,,,,1
1490,0,183,4418.550000000001,3.4984560570071266,231026.0,716,123,1103.8899999999999,1.0,2203.2300000000005,2215.3199999999997,0.4349730115083001,12.089999999999236,0.1998917145319822,0.00546448087431694,5,646.1499999999999,1,0,,,,,,,,1
2273,2,43,1390.89,3.0040820734341254,635.0,300,104,196.42,1.0,859.1700000000001,531.72,0.5861930131067157,-327.45000000000005,0.12374394415709594,0.023255813953488372,1,203.98,1,0,,,,,,,,1
